uid,gender,user_type
230,male,new_user
231,male,non_reader
232,unknown,non_reader
233,male,non_reader
234,female,reader
235,female,reader
236,male,non_reader
237,male,non_reader
238,male,non_reader
239,male,non_reader
240,male,new_user
241,male,non_reader
242,male,non_reader
243,female,reader
244,male,non_reader
245,male,non_reader
246,female,reader
247,male,non_reader
248,male,reader
249,female,new_user
250,female,non_reader
251,female,reader
252,unknown,non_reader
253,female,reader
254,male,non_reader
255,male,non_reader
256,female,non_reader
257,male,non_reader
258,female,reader
259,female,non_reader
260,male,non_reader
261,female,non_reader
262,male,reader
263,male,contributor
264,male,non_reader
265,unknown,non_reader
266,male,new_user
267,female,non_reader
268,male,non_reader
269,unknown,non_reader
270,male,non_reader
271,male,non_reader
272,female,new_user
273,male,reader
274,male,non_reader
275,unknown,non_reader
276,unknown,non_reader
277,female,non_reader
278,female,non_reader
279,male,non_reader
280,male,reader
281,male,reader
282,male,non_reader
283,male,non_reader
284,female,new_user
285,male,new_user
286,female,non_reader
287,male,non_reader
288,male,non_reader
289,female,non_reader
290,male,non_reader
291,male,new_user
292,female,non_reader
293,unknown,reader
294,male,non_reader
295,unknown,new_user
296,female,contributor
297,unknown,non_reader
298,male,non_reader
299,male,non_reader
300,unknown,non_reader
301,unknown,non_reader
302,male,non_reader
303,unknown,non_reader
304,female,reader
305,female,non_reader
306,unknown,non_reader
307,unknown,reader
308,female,non_reader
309,female,non_reader
310,male,non_reader
311,unknown,reader
312,female,non_reader
313,female,non_reader
314,unknown,new_user
315,female,reader
316,male,non_reader
317,male,reader
318,female,reader
319,male,non_reader
320,male,non_reader
321,male,new_user
322,female,new_user
323,female,non_reader
324,unknown,non_reader
325,female,non_reader
326,male,non_reader
327,male,non_reader
328,unknown,non_reader
329,male,reader
330,female,non_reader
331,female,non_reader
332,female,new_user
333,male,non_reader
334,unknown,non_reader
335,male,non_reader
336,male,non_reader
337,unknown,non_reader
338,male,non_reader
339,male,reader
340,male,non_reader
341,female,new_user
342,male,non_reader
343,female,reader
344,male,non_reader
345,male,non_reader
346,male,non_reader
347,male,non_reader
348,male,non_reader
349,unknown,new_user
350,male,non_reader
351,male,non_reader
352,male,new_user
353,male,non_reader
354,male,non_reader
355,unknown,non_reader
356,male,non_reader
357,female,non_reader
358,male,reader
359,male,non_reader
360,male,non_reader
361,male,contributor
362,male,non_reader
363,female,non_reader
364,male,non_reader
365,male,reader
366,female,reader
367,male,non_reader
368,male,non_reader
369,male,reader
370,male,non_reader
371,female,non_reader
372,male,new_user
373,female,non_reader
374,male,new_user
375,male,non_reader
376,female,new_user
377,unknown,non_reader
378,female,contributor
379,female,non_reader
380,male,non_reader
381,female,non_reader
382,male,non_reader
383,female,reader
384,male,non_reader
385,male,non_reader
386,male,non_reader
387,unknown,reader
388,unknown,reader
389,male,non_reader
390,female,non_reader
391,male,non_reader
392,female,non_reader
393,unknown,non_reader
394,male,contributor
395,female,non_reader
396,male,reader
397,male,non_reader
398,male,non_reader
399,male,non_reader
400,male,non_reader
401,female,non_reader
402,male,reader
403,unknown,non_reader
404,male,non_reader
405,male,non_reader
406,female,non_reader
407,unknown,non_reader
408,male,contributor
409,female,non_reader
410,male,reader
411,male,non_reader
412,male,non_reader
413,male,non_reader
414,male,non_reader
415,male,non_reader
416,male,non_reader
417,female,reader
418,unknown,non_reader
419,male,non_reader
420,male,contributor
421,male,non_reader
422,male,reader
423,male,reader
424,male,contributor
425,unknown,reader
426,female,non_reader
427,male,non_reader
428,male,new_user
429,female,reader
430,unknown,non_reader
431,male,non_reader
432,female,new_user
433,unknown,non_reader
434,unknown,non_reader
435,male,non_reader
436,female,non_reader
437,male,non_reader
438,male,non_reader
439,male,non_reader
440,male,non_reader
441,male,non_reader
442,male,non_reader
443,male,non_reader
444,female,non_reader
445,female,contributor
446,female,non_reader
447,male,non_reader
448,male,reader
449,male,non_reader
450,female,non_reader
451,female,non_reader
452,male,non_reader
453,unknown,non_reader
454,male,non_reader
455,male,non_reader
456,unknown,non_reader
457,unknown,reader
458,male,non_reader
459,unknown,non_reader
460,unknown,non_reader
461,male,non_reader
462,male,non_reader
463,male,new_user
464,unknown,non_reader
465,unknown,non_reader
466,female,non_reader
467,male,reader
468,male,new_user
469,male,reader
470,female,non_reader
471,male,non_reader
472,male,non_reader
473,unknown,non_reader
474,male,non_reader
475,female,non_reader
476,female,non_reader
477,female,non_reader
478,female,reader
479,male,non_reader
480,male,non_reader
481,male,non_reader
482,unknown,reader
483,male,non_reader
484,male,new_user
485,male,non_reader
486,unknown,non_reader
487,female,non_reader
488,unknown,non_reader
489,female,non_reader
490,male,non_reader
491,unknown,non_reader
492,male,non_reader
493,male,non_reader
494,male,contributor
495,female,non_reader
496,male,non_reader
497,unknown,reader
498,male,non_reader
499,male,non_reader
500,female,non_reader
501,female,non_reader
502,unknown,non_reader
503,male,contributor
504,male,non_reader
505,female,new_user
506,female,non_reader
507,male,non_reader
508,male,non_reader
509,male,non_reader
510,male,non_reader
511,male,non_reader
512,unknown,non_reader
513,male,non_reader
514,male,reader
515,male,contributor
516,male,non_reader
517,female,non_reader
518,male,non_reader
519,unknown,non_reader
520,female,reader
521,female,non_reader
522,unknown,non_reader
523,male,non_reader
524,female,new_user
525,unknown,non_reader
526,male,non_reader
527,male,non_reader
528,female,non_reader
529,male,non_reader
530,female,non_reader
531,male,non_reader
532,female,non_reader
533,male,non_reader
534,male,non_reader
535,male,non_reader
536,male,non_reader
537,male,non_reader
538,male,reader
539,female,non_reader
540,female,non_reader
541,female,non_reader
542,male,non_reader
543,male,reader
544,male,reader
545,unknown,non_reader
546,female,non_reader
547,male,non_reader
548,male,reader
549,male,non_reader
550,female,reader
551,unknown,non_reader
552,female,non_reader
553,male,reader
554,male,non_reader
555,unknown,contributor
556,male,reader
557,male,new_user
558,female,non_reader
559,male,non_reader
560,male,non_reader
561,female,contributor
562,male,new_user
563,unknown,non_reader
564,female,non_reader
565,female,new_user
566,female,reader
567,female,non_reader
568,male,non_reader
569,male,non_reader
570,female,non_reader
571,male,non_reader
572,female,non_reader
573,female,reader
574,unknown,new_user
575,male,non_reader
576,female,new_user
577,unknown,new_user
578,female,reader
579,female,reader
580,unknown,non_reader
581,unknown,non_reader
582,male,non_reader
583,male,non_reader
584,female,non_reader
585,male,reader
586,male,non_reader
587,male,non_reader
588,female,new_user
589,male,non_reader
590,unknown,non_reader
591,male,non_reader
592,female,reader
593,unknown,non_reader
594,female,reader
595,female,non_reader
596,male,non_reader
597,male,non_reader
598,male,non_reader
599,male,non_reader
600,male,non_reader
601,female,non_reader
602,unknown,non_reader
603,male,non_reader
604,female,non_reader
605,female,non_reader
606,male,non_reader
607,male,non_reader
608,male,non_reader
609,male,non_reader
610,male,non_reader
611,female,non_reader
612,female,non_reader
613,female,non_reader
614,unknown,non_reader
615,male,new_user
616,male,non_reader
617,male,non_reader
618,female,non_reader
619,female,non_reader
620,male,reader
621,male,non_reader
622,female,reader
623,male,reader
624,male,non_reader
625,male,non_reader
626,unknown,non_reader
627,male,non_reader
628,male,non_reader
629,female,non_reader
630,male,non_reader
631,male,reader
632,male,non_reader
633,male,reader
634,unknown,non_reader
635,male,non_reader
636,male,non_reader
637,male,non_reader
638,female,non_reader
639,male,reader
640,male,new_user
641,male,non_reader
642,male,non_reader
643,male,non_reader
644,male,non_reader
645,male,new_user
646,male,new_user
647,unknown,non_reader
648,male,non_reader
649,unknown,non_reader
650,female,non_reader
651,male,non_reader
652,male,non_reader
653,unknown,new_user
654,male,non_reader
655,male,new_user
656,male,new_user
657,male,non_reader
658,male,non_reader
659,female,non_reader
660,male,reader
661,male,non_reader
662,male,non_reader
663,male,non_reader
664,male,non_reader
665,unknown,reader
666,male,non_reader
667,male,non_reader
668,male,reader
669,unknown,non_reader
670,male,non_reader
671,male,non_reader
672,male,non_reader
673,male,non_reader
674,male,reader
675,female,non_reader
676,male,non_reader
677,male,non_reader
678,male,non_reader
679,male,non_reader
680,unknown,non_reader
681,unknown,non_reader
682,male,non_reader
683,male,reader
684,male,non_reader
685,male,non_reader
686,male,non_reader
687,male,non_reader
688,female,non_reader
689,female,non_reader
690,male,non_reader
691,male,non_reader
692,female,non_reader
693,female,reader
694,male,non_reader
695,male,non_reader
696,female,new_user
697,unknown,non_reader
698,male,reader
699,male,non_reader
700,male,non_reader
701,female,non_reader
702,male,non_reader
703,male,non_reader
704,male,non_reader
705,female,non_reader
706,female,new_user
707,unknown,reader
708,unknown,non_reader
709,female,reader
710,male,non_reader
711,male,non_reader
712,male,non_reader
713,female,reader
714,male,non_reader
715,male,non_reader
716,female,non_reader
717,female,non_reader
718,male,non_reader
719,male,non_reader
720,unknown,new_user
721,male,non_reader
722,male,non_reader
723,female,non_reader
724,male,non_reader
725,male,non_reader
726,female,reader
727,female,new_user
728,female,non_reader
729,male,non_reader
730,male,non_reader
731,female,non_reader
732,male,reader
733,male,non_reader
734,male,non_reader
735,male,non_reader
736,female,non_reader
737,male,non_reader
738,male,reader
739,unknown,non_reader
740,male,non_reader
741,male,non_reader
742,male,non_reader
743,male,reader
744,male,new_user
745,male,non_reader
746,male,non_reader
747,male,reader
748,male,non_reader
749,male,reader
750,female,new_user
751,female,non_reader
752,male,non_reader
753,unknown,non_reader
754,male,reader
755,male,non_reader
756,female,non_reader
757,female,non_reader
758,female,non_reader
759,male,reader
760,female,non_reader
761,male,non_reader
762,male,non_reader
763,male,contributor
764,male,non_reader
765,male,reader
766,female,reader
767,male,non_reader
768,female,non_reader
769,female,new_user
770,male,non_reader
771,female,non_reader
772,female,new_user
773,female,non_reader
774,unknown,non_reader
775,male,non_reader
776,male,reader
777,male,non_reader
778,male,non_reader
779,male,new_user
780,female,non_reader
781,female,non_reader
782,female,non_reader
783,male,non_reader
784,male,non_reader
785,male,non_reader
786,male,non_reader
787,female,non_reader
788,male,non_reader
789,male,non_reader
790,unknown,non_reader
791,male,non_reader
792,male,reader
793,male,non_reader
794,female,non_reader
795,unknown,non_reader
796,male,non_reader
797,female,non_reader
798,female,non_reader
799,male,reader
800,unknown,non_reader
801,male,non_reader
802,female,non_reader
803,male,non_reader
804,unknown,new_user
805,unknown,new_user
806,female,non_reader
807,female,non_reader
808,male,non_reader
809,male,non_reader
810,male,non_reader
811,female,non_reader
812,unknown,reader
813,male,non_reader
814,male,non_reader
815,male,non_reader
816,female,non_reader
817,male,non_reader
818,male,non_reader
819,unknown,non_reader
820,unknown,non_reader
821,female,non_reader
822,female,non_reader
823,unknown,non_reader
824,female,non_reader
825,male,non_reader
826,female,new_user
827,male,non_reader
828,female,reader
829,male,non_reader
830,male,non_reader
831,male,non_reader
832,male,non_reader
833,unknown,non_reader
834,female,reader
835,female,non_reader
836,unknown,non_reader
837,male,reader
838,male,non_reader
839,female,non_reader
840,male,non_reader
841,female,non_reader
842,female,non_reader
843,male,reader
844,female,new_user
845,male,contributor
846,unknown,non_reader
847,male,non_reader
848,female,reader
849,male,non_reader
850,male,reader
851,female,non_reader
852,male,non_reader
853,unknown,new_user
854,female,reader
855,male,non_reader
856,unknown,non_reader
857,male,non_reader
858,male,non_reader
859,male,new_user
860,female,non_reader
861,male,new_user
862,male,non_reader
863,female,non_reader
864,male,non_reader
865,female,non_reader
866,male,non_reader
867,male,non_reader
868,male,new_user
869,male,non_reader
870,male,non_reader
871,male,reader
872,unknown,non_reader
873,female,non_reader
874,male,non_reader
875,female,new_user
876,male,non_reader
877,female,reader
878,male,non_reader
879,unknown,non_reader
880,male,non_reader
881,female,non_reader
882,male,non_reader
883,female,non_reader
884,male,non_reader
885,male,non_reader
886,female,reader
887,male,non_reader
888,female,non_reader
889,male,contributor
890,male,non_reader
891,male,reader
892,female,non_reader
893,male,non_reader
894,female,non_reader
895,unknown,new_user
896,male,new_user
897,male,reader
898,unknown,non_reader
899,male,non_reader
900,female,reader
901,male,non_reader
902,female,non_reader
903,female,non_reader
904,male,non_reader
905,unknown,non_reader
906,female,non_reader
907,male,reader
908,female,non_reader
909,unknown,new_user
910,unknown,non_reader
911,male,non_reader
912,male,non_reader
913,male,non_reader
914,male,non_reader
915,male,reader
916,male,contributor
917,male,new_user
918,female,reader
919,female,non_reader
920,male,non_reader
921,male,new_user
922,male,new_user
923,male,non_reader
924,female,non_reader
925,male,non_reader
926,female,non_reader
927,female,non_reader
928,male,non_reader
929,male,non_reader
930,male,non_reader
931,male,non_reader
932,unknown,non_reader
933,male,non_reader
934,male,non_reader
935,male,non_reader
936,male,non_reader
937,male,non_reader
938,male,non_reader
939,male,reader
940,male,non_reader
941,female,non_reader
942,male,non_reader
943,male,reader
944,male,non_reader
945,male,non_reader
946,female,non_reader
947,male,non_reader
948,female,non_reader
949,male,new_user
950,unknown,non_reader
951,female,reader
952,male,non_reader
953,male,non_reader
954,male,non_reader
955,male,non_reader
956,unknown,non_reader
957,male,non_reader
958,female,non_reader
959,male,non_reader
960,male,non_reader
961,unknown,non_reader
962,male,non_reader
963,female,non_reader
964,unknown,non_reader
965,male,non_reader
966,unknown,new_user
967,female,non_reader
968,male,non_reader
969,male,non_reader
970,female,non_reader
971,female,reader
972,female,non_reader
973,female,non_reader
974,male,non_reader
975,unknown,non_reader
976,male,reader
977,female,non_reader
978,male,non_reader
979,male,non_reader
980,female,non_reader
981,male,contributor
982,female,reader
983,male,reader
984,unknown,non_reader
985,male,non_reader
986,male,non_reader
987,unknown,non_reader
988,male,non_reader
989,male,non_reader
990,male,non_reader
991,male,non_reader
992,male,non_reader
993,female,non_reader
994,unknown,non_reader
995,unknown,non_reader
996,male,non_reader
997,female,non_reader
998,male,non_reader
999,male,non_reader
1000,female,non_reader
1001,female,new_user
1002,unknown,new_user
1003,female,non_reader
1004,unknown,non_reader
1005,unknown,non_reader
1006,female,non_reader
1007,male,non_reader
1008,male,non_reader
1009,female,non_reader
1010,male,non_reader
1011,male,non_reader
1012,male,new_user
1013,female,non_reader
1014,male,non_reader
1015,male,non_reader
1016,male,non_reader
1017,male,non_reader
1018,female,non_reader
1019,female,non_reader
1020,unknown,non_reader
1021,unknown,reader
1022,male,non_reader
1023,female,reader
1024,male,non_reader
1025,male,non_reader
1026,male,non_reader
1027,male,non_reader
1028,male,reader
1029,male,reader
1030,unknown,reader
1031,female,non_reader
1032,male,new_user
1033,female,non_reader
1034,male,non_reader
1035,male,reader
1036,female,reader
1037,female,reader
1038,female,non_reader
1039,male,reader
1040,female,non_reader
1041,male,reader
1042,male,reader
1043,male,non_reader
1044,male,non_reader
1045,female,non_reader
1046,male,non_reader
1047,male,reader
1048,female,non_reader
1049,male,non_reader
1050,male,new_user
1051,unknown,non_reader
1052,unknown,non_reader
1053,male,contributor
1054,female,non_reader
1055,male,non_reader
1056,unknown,new_user
1057,male,reader
1058,male,non_reader
1059,male,non_reader
1060,female,non_reader
1061,male,non_reader
1062,unknown,reader
1063,male,reader
1064,female,non_reader
1065,male,non_reader
1066,unknown,non_reader
1067,male,non_reader
1068,unknown,new_user
1069,male,non_reader
1070,female,non_reader
1071,unknown,non_reader
1072,female,reader
1073,male,reader
1074,unknown,non_reader
1075,unknown,non_reader
1076,male,non_reader
1077,female,reader
1078,male,non_reader
1079,female,new_user
1080,male,reader
1081,female,contributor
1082,male,new_user
1083,male,non_reader
1084,male,non_reader
1085,male,non_reader
1086,unknown,non_reader
1087,female,non_reader
1088,male,non_reader
1089,female,non_reader
1090,unknown,non_reader
1091,unknown,non_reader
1092,unknown,new_user
1093,female,contributor
1094,male,new_user
1095,male,non_reader
1096,male,non_reader
1097,female,non_reader
1098,female,non_reader
1099,male,non_reader
1100,male,non_reader
1101,male,non_reader
1102,male,non_reader
1103,unknown,non_reader
1104,female,new_user
1105,female,non_reader
1106,male,non_reader
1107,male,reader
1108,male,non_reader
1109,female,reader
1110,unknown,reader
1111,male,non_reader
1112,male,non_reader
1113,unknown,non_reader
1114,male,non_reader
1115,male,contributor
1116,male,non_reader
1117,female,contributor
1118,male,non_reader
1119,male,non_reader
1120,unknown,reader
1121,unknown,non_reader
1122,female,non_reader
1123,male,non_reader
1124,male,non_reader
1125,female,non_reader
1126,female,non_reader
1127,male,non_reader
1128,female,contributor
1129,male,non_reader
1130,female,non_reader
1131,male,non_reader
1132,male,non_reader
1133,unknown,non_reader
1134,female,non_reader
1135,male,non_reader
1136,female,non_reader
1137,male,non_reader
1138,female,non_reader
1139,male,non_reader
1140,female,reader
1141,male,non_reader
1142,male,reader
1143,female,non_reader
1144,female,non_reader
1145,male,non_reader
1146,male,new_user
1147,male,reader
1148,male,non_reader
1149,female,reader
1150,female,non_reader
1151,female,non_reader
1152,male,non_reader
1153,unknown,non_reader
1154,male,non_reader
1155,male,non_reader
1156,male,new_user
1157,male,new_user
1158,female,non_reader
1159,female,reader
1160,unknown,non_reader
1161,female,reader
1162,female,non_reader
1163,male,non_reader
1164,male,non_reader
1165,female,non_reader
1166,male,non_reader
1167,male,contributor
1168,male,new_user
1169,female,reader
1170,male,new_user
1171,female,non_reader
1172,male,reader
1173,male,non_reader
1174,male,non_reader
1175,male,non_reader
1176,male,non_reader
1177,female,contributor
1178,female,reader
1179,male,non_reader
1180,male,non_reader
1181,female,non_reader
1182,male,non_reader
1183,male,non_reader
1184,unknown,non_reader
1185,male,non_reader
1186,male,non_reader
1187,female,non_reader
1188,male,reader
1189,male,non_reader
1190,male,non_reader
1191,male,non_reader
1192,female,reader
1193,female,non_reader
1194,female,non_reader
1195,male,non_reader
1196,male,non_reader
1197,male,new_user
1198,female,non_reader
1199,unknown,non_reader
1200,male,non_reader
1201,male,non_reader
1202,unknown,reader
1203,male,non_reader
1204,female,non_reader
1205,male,new_user
1206,male,reader
1207,male,reader
1208,male,non_reader
1209,unknown,non_reader
1210,female,new_user
1211,male,non_reader
1212,male,non_reader
1213,male,non_reader
1214,male,non_reader
1215,male,non_reader
1216,unknown,non_reader
1217,male,non_reader
1218,unknown,non_reader
1219,male,reader
1220,unknown,non_reader
1221,female,reader
1222,unknown,non_reader
1223,male,non_reader
1224,unknown,non_reader
1225,female,reader
1226,male,non_reader
1227,female,non_reader
1228,female,new_user
1229,female,reader
1230,unknown,non_reader
1231,female,reader
1232,unknown,non_reader
1233,male,non_reader
1234,male,non_reader
1235,male,non_reader
1236,unknown,non_reader
1237,female,non_reader
1238,unknown,non_reader
1239,female,non_reader
1240,male,non_reader
1241,male,reader
1242,female,non_reader
1243,male,non_reader
1244,male,non_reader
1245,male,new_user
1246,male,non_reader
1247,female,reader
1248,male,non_reader
1249,unknown,reader
1250,male,non_reader
1251,male,non_reader
1252,female,reader
1253,male,reader
1254,female,non_reader
1255,unknown,reader
1256,male,reader
1257,male,non_reader
1258,male,new_user
1259,male,non_reader
1260,male,reader
1261,unknown,non_reader
1262,male,new_user
1263,male,non_reader
1264,female,non_reader
1265,male,contributor
1266,female,non_reader
1267,female,non_reader
1268,female,non_reader
1269,female,new_user
1270,male,non_reader
1271,female,reader
1272,male,reader
1273,male,non_reader
1274,male,non_reader
1275,male,non_reader
1276,female,non_reader
1277,male,reader
1278,male,non_reader
1279,unknown,non_reader
1280,female,non_reader
1281,female,new_user
1282,unknown,new_user
1283,male,non_reader
1284,male,non_reader
1285,female,reader
1286,female,non_reader
1287,male,non_reader
1288,unknown,non_reader
1289,male,non_reader
1290,unknown,non_reader
1291,male,non_reader
1292,male,new_user
1293,female,reader
1294,male,non_reader
1295,male,reader
1296,female,non_reader
1297,male,non_reader
1298,male,non_reader
1299,female,contributor
1300,female,non_reader
1301,male,non_reader
1302,female,non_reader
1303,female,new_user
1304,female,non_reader
1305,male,non_reader
1306,unknown,new_user
1307,unknown,non_reader
1308,female,non_reader
1309,unknown,non_reader
1310,male,non_reader
1311,male,non_reader
1312,unknown,non_reader
1313,male,reader
1314,female,non_reader
1315,male,non_reader
1316,male,non_reader
1317,male,new_user
1318,male,reader
1319,male,non_reader
1320,female,new_user
1321,female,non_reader
1322,male,non_reader
1323,male,non_reader
1324,male,non_reader
1325,female,contributor
1326,unknown,non_reader
1327,unknown,non_reader
1328,male,reader
1329,male,reader
1330,female,non_reader
1331,female,non_reader
1332,male,new_user
1333,male,reader
1334,unknown,contributor
1335,male,reader
1336,male,non_reader
1337,female,non_reader
1338,male,reader
1339,male,non_reader
1340,female,new_user
1341,female,non_reader
1342,male,non_reader
1343,male,reader
1344,male,non_reader
1345,female,non_reader
1346,unknown,non_reader
1347,male,non_reader
1348,male,new_user
1349,unknown,non_reader
1350,female,non_reader
1351,male,non_reader
1352,unknown,non_reader
1353,male,non_reader
1354,male,non_reader
1355,male,reader
1356,male,non_reader
1357,female,non_reader
1358,unknown,non_reader
1359,male,non_reader
1360,female,non_reader
1361,male,non_reader
1362,unknown,non_reader
1363,male,non_reader
1364,male,non_reader
1365,unknown,non_reader
1366,male,non_reader
1367,male,non_reader
1368,male,non_reader
1369,male,non_reader
1370,female,non_reader
1371,male,non_reader
1372,male,non_reader
1373,unknown,reader
1374,female,non_reader
1375,male,contributor
1376,unknown,non_reader
1377,male,non_reader
1378,male,non_reader
1379,male,non_reader
1380,female,non_reader
1381,unknown,new_user
1382,unknown,reader
1383,male,non_reader
1384,unknown,non_reader
1385,male,non_reader
1386,male,non_reader
1387,unknown,non_reader
1388,male,non_reader
1389,male,contributor
1390,male,reader
1391,male,non_reader
1392,male,non_reader
1393,male,non_reader
1394,female,non_reader
1395,male,non_reader
1396,male,non_reader
1397,female,non_reader
1398,female,reader
1399,male,non_reader
1400,male,new_user
1401,male,non_reader
1402,female,non_reader
1403,female,non_reader
1404,female,non_reader
1405,female,non_reader
1406,female,non_reader
1407,female,non_reader
1408,male,non_reader
1409,female,non_reader
1410,unknown,non_reader
1411,female,non_reader
1412,male,reader
1413,female,non_reader
1414,male,reader
1415,male,non_reader
1416,male,non_reader
1417,male,reader
1418,male,reader
1419,male,non_reader
1420,female,new_user
1421,male,non_reader
1422,female,reader
1423,unknown,non_reader
1424,female,reader
1425,male,reader
1426,female,reader
1427,male,non_reader
1428,female,non_reader
1429,male,reader
1430,male,non_reader
1431,male,non_reader
1432,male,non_reader
1433,female,non_reader
1434,male,contributor
1435,male,non_reader
1436,unknown,non_reader
1437,female,reader
1438,female,reader
1439,male,non_reader
1440,unknown,non_reader
1441,unknown,non_reader
1442,female,non_reader
1443,female,new_user
1444,male,non_reader
1445,male,non_reader
1446,male,non_reader
1447,unknown,contributor
1448,female,new_user
1449,male,non_reader
1450,female,reader
1451,unknown,reader
1452,male,non_reader
1453,male,non_reader
1454,male,non_reader
1455,female,reader
1456,male,non_reader
1457,unknown,non_reader
1458,unknown,non_reader
1459,male,reader
1460,male,non_reader
1461,unknown,new_user
1462,male,reader
1463,male,non_reader
1464,male,non_reader
1465,male,reader
1466,male,non_reader
1467,female,non_reader
1468,unknown,non_reader
1469,male,non_reader
1470,male,non_reader
1471,male,non_reader
1472,female,reader
1473,unknown,non_reader
1474,unknown,non_reader
1475,male,reader
1476,unknown,non_reader
1477,unknown,non_reader
1478,male,non_reader
1479,male,reader
1480,female,non_reader
1481,male,non_reader
1482,unknown,non_reader
1483,male,non_reader
1484,unknown,non_reader
1485,unknown,new_user
1486,male,non_reader
1487,unknown,non_reader
1488,unknown,non_reader
1489,female,non_reader
1490,male,non_reader
1491,male,non_reader
1492,male,non_reader
1493,male,reader
1494,unknown,non_reader
1495,male,contributor
1496,male,non_reader
1497,male,non_reader
1498,male,non_reader
1499,male,non_reader
1500,female,reader
1501,male,non_reader
1502,female,non_reader
1503,male,non_reader
1504,female,non_reader
1505,male,non_reader
1506,male,non_reader
1507,male,reader
1508,female,non_reader
1509,male,non_reader
1510,male,non_reader
1511,male,non_reader
1512,unknown,reader
1513,male,non_reader
1514,male,non_reader
1515,male,reader
1516,male,non_reader
1517,male,new_user
